entity_id,name,canonical,entity_type,context,source,source_url
ENT_36E895,Kashmir bee virus,kashmir bee virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e4140d75
ENT_5E1179,Jenkinsia lamprotaenia,jenkinsia lamprotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39084
ENT_9DAB0B,Japanese encephalitis virus,japanese encephalitis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16437
ENT_3A9FC7,Israeli acute paralysis virus,israeli acute paralysis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_59af2cc9
ENT_9D6849,Isle of Wight disease,isle of wight disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_11846
ENT_B3E3DB,Isavirus,isavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b156e7d1
ENT_616275,Iridovirus,iridovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35627
ENT_7D05FD,Ilarvirus,ilarvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32861
ENT_779678,Iflavirus,iflavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3bf334af
ENT_20C48D,Dolichos axillaris,dolichos axillaris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4507
ENT_1DAE4B,Gastrothylax,gastrothylax,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3202
ENT_039C29,Plathypena scabra,plathypena scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37409
ENT_4022C2,Hypena scabra,hypena scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37409
ENT_52847F,Hydrotaea irritans,hydrotaea irritans,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30564
ENT_A422ED,Hydrotaea,hydrotaea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_11671
ENT_1A2868,Hordeivirus,hordeivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32860
ENT_092874,Hoplobrotula gnathopus,hoplobrotula gnathopus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41950
ENT_7BE493,Holothuria scabra,holothuria scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49406
ENT_8F40A1,Heterotis niloticus,heterotis niloticus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39560
ENT_57C20C,Heterotis,heterotis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24760
ENT_E1B50F,Heteroteuthis dispar,heteroteuthis dispar,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48646
ENT_1E7627,Heterodera carotae,heterodera carotae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31043
ENT_50CBF0,Herotilapia multispinosa,herotilapia multispinosa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43640
ENT_38D257,Heracleum latent virus,heracleum latent virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3bc35af9
ENT_09D272,Hendra virus infection,hendra virus infection,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1f065f25
ENT_621B90,Lentivirinae,lentivirinae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4263
ENT_8FF336,Flexopecten proteus,flexopecten proteus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48002
ENT_423DC1,Hendra virus disease,hendra virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1f065f25
ENT_733434,Hendra virus,hendra virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_85560bd4
ENT_48F080,Hendra henipavirus,hendra henipavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_85560bd4
ENT_11C3B7,Hemitaeniochromis urotaenia,hemitaeniochromis urotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43637
ENT_9235A5,Puumala virus,puumala virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_1A86AA,Hantaan virus,hantaan virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_669F2C,Hantavirus,hantavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_7A3A19,Haemoproteus,haemoproteus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3466
ENT_A93036,Gymnocrotaphus curvidens,gymnocrotaphus curvidens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43235
ENT_2B0C58,infectious bursal disease,infectious bursal disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_F05CF6,avian infectious bursitis,avian infectious bursitis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_B570EE,Gumboro disease,gumboro disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_AAF2CD,Grapsus tenuicrustatus,grapsus tenuicrustatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47200
ENT_8DA018,Getah virus,getah virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35373
ENT_9D125C,Geranium rotundifolium,geranium rotundifolium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_eecac13f
ENT_23CDDC,Emaravirus,emaravirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4e98d66f
ENT_34621F,Gastrothylacidae,gastrothylacidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31989
ENT_B7CC1E,Fusarium wilt of tomato,fusarium wilt of tomato,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_55da5c64
ENT_9F7DDA,Fusarium wilt of oil palm,fusarium wilt of oil palm,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_c302e2cf
ENT_7D860E,Fusarium wilt of muskmelons,fusarium wilt of muskmelons,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_539e67d2
ENT_C2B4EB,Fusarium wilt of melon,fusarium wilt of melon,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_539e67d2
ENT_096293,Fusarium wilt of date palm,fusarium wilt of date palm,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_a8979634
ENT_926C03,Fusarium wilt of cucumber,fusarium wilt of cucumber,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_915c5423
ENT_DC3AC7,Fusarium wilt of cotton,fusarium wilt of cotton,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7c8ec2fe
ENT_1A31D9,Fusarium wilt of chickpea,fusarium wilt of chickpea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_ffe9ce06
ENT_A62A14,Fusarium sporotrichiella,fusarium sporotrichiella,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37580
ENT_CA88E3,Fusarium sporotrichioides,fusarium sporotrichioides,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37580
ENT_F0D197,Fusarium root rot of beans,fusarium root rot of beans,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7fa8236b
ENT_26CB3B,Fusarium root and stalk rot,fusarium root and stalk rot,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_ec597711
ENT_C66692,Furovirus,furovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32858
ENT_852285,Alphacoronavirus,alphacoronavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_21adac85
ENT_7DC418,Flavivirus,flavivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2963
ENT_179AEF,Fijivirus,fijivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f28564cf
ENT_17018A,Fabavirus,fabavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_307f99f5
ENT_45DCB5,Eurotium,eurotium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31785
ENT_7AA400,Plectascales,plectascales,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31658
ENT_23D36D,Aspergillales,aspergillales,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31658
ENT_2D5F5C,Eurotiales,eurotiales,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31658
ENT_62FC15,Euprotomicrus bispinatus,euprotomicrus bispinatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38394
ENT_963B77,Euprotomicroides zantedeschia,euprotomicroides zantedeschia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38349
ENT_B95381,Eumicrotremus taranetzi,eumicrotremus taranetzi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_45476
ENT_226A07,Eumicrotremus derjugini,eumicrotremus derjugini,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_45475
ENT_01B28F,Eucalyptus microtheca,eucalyptus microtheca,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26490
ENT_5FC6FB,Erotelis smaragdus,erotelis smaragdus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44405
ENT_B2EB70,Enterovirus,enterovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2584
ENT_EB6255,Enamovirus,enamovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7b747a58
ENT_DE15B5,Dianthovirus,dianthovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32857
ENT_FEFA0E,Diabrotica virgifera,diabrotica virgifera,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30032
ENT_E41363,Diabrotica undecimpunctata,diabrotica undecimpunctata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30031
ENT_79C7E0,Diabrotica speciosa,diabrotica speciosa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30030
ENT_81B139,Diabrotica longicornis,diabrotica longicornis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30029
ENT_8F0D20,Diabrotica barberi,diabrotica barberi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30028
ENT_BE9BB3,Diabrotica balteata,diabrotica balteata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30027
ENT_21FF8F,Diabrotica,diabrotica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2235
ENT_4A0D27,Derzsy's disease,derzsy's disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27066
ENT_05845D,Densonucleosis virus,densonucleosis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_10331
ENT_F7BF68,Densovirus,densovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_10331
ENT_17E9F2,Deltavirus,deltavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_ad8d9f49
ENT_EAC390,African swine fever virus,african swine fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8649
ENT_5CA1EC,Allomicrodesmus dorotheae,allomicrodesmus dorotheae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44670
ENT_7E1702,Allium scorodoprasum subsp. rotundum,allium scorodoprasum subsp. rotundum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_65efe551
ENT_A240E0,Allium scabriscapum,allium scabriscapum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_624ff03f
ENT_0A355A,Allium scabriflorum,allium scabriflorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f144323b
ENT_C15518,alfalfa mosaic virus group,alfalfa mosaic virus group,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_72c44dde
ENT_0FF503,Sheath blight,sheath blight,Disease,,wikipedia,https://en.wikipedia.org/wiki/Sheath_blight
ENT_FDEB15,Yellow rust,yellow rust,Disease,,wikipedia,https://en.wikipedia.org/wiki/Yellow_rust
ENT_24AAF2,Abyssobrotula galatheae,abyssobrotula galatheae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41952
ENT_ECBD33,Moroteuthis knipovitchi,moroteuthis knipovitchi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48744
ENT_0ABD61,Moroteuthis ingens,moroteuthis ingens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48743
ENT_FF9982,Morchella rotunda,morchella rotunda,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b71439e1
ENT_4C4BBF,Morbillivirus,morbillivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4937
ENT_42B645,Moko disease,moko disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36374
ENT_E27573,Mimosa bracatinga,mimosa bracatinga,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4845
ENT_820D87,Ectromelia virus,ectromelia virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_10535
ENT_5E014B,Ebolavirus,ebolavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4d8a8e7b
ENT_394B8F,Ebola virus disease,ebola virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_de7349c0
ENT_5C4DAB,Dioscorea rotundata,dioscorea rotundata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2298
ENT_850659,DNA viruses,dna viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_28336442
ENT_74B63C,Cytorhabdovirus,cytorhabdovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f0093c63
ENT_FA4FC9,Cytomegalovirus,cytomegalovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_10259
ENT_023BEE,Cyperus serotinus var. serotinus,cyperus serotinus var. serotinus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_580af78d
ENT_D47D03,Cyperus serotinus,cyperus serotinus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_d2bf010b
ENT_B958CB,Cyperus rotundus,cyperus rotundus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16235
ENT_18B14F,Cydia pomonella granulovirus,cydia pomonella granulovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_86970aa5
ENT_80770F,Cucumovirus,cucumovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32856
ENT_6B5DE4,Ctenoides scabra,ctenoides scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48447
ENT_1FD6E8,Cryspovirus,cryspovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9eaf4113
ENT_52FE89,Crustacea miscellanea,crustacea miscellanea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47251
ENT_BB9CAD,Crustacea,crustacea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1984
ENT_01C862,Croton tiglium,croton tiglium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1980
ENT_1EDFD9,Croton,croton,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1979
ENT_F989DE,Mimosa scabrella,mimosa scabrella,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4845
ENT_335CA0,MERS‐CoV,merscov,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8e19eb98
ENT_CAF183,Crotalaria anagyroides,crotalaria anagyroides,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_33674
ENT_43517A,Crotalaria,crotalaria,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1977
ENT_1EEE04,Cripavirus,cripavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_0516b079
ENT_6D345E,Crinivirus,crinivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_331491
ENT_8887F0,Crimean-Congo hemorrhagic fever virus,crimean-congo hemorrhagic fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_822A9F,Crimean-Congo haemorrhagic fever virus,crimean-congo haemorrhagic fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_64445C,Crimean hemorrhagic fever virus,crimean hemorrhagic fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_86C464,Crimean haemorrhagic fever virus,crimean haemorrhagic fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_4E6531,Congo virus,congo virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_A71010,CCHFV,cchfv,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_4D4CC8,Crimean-Congo hemorrhagic fever orthonairovirus,crimean-congo hemorrhagic fever orthonairovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f4435348
ENT_D429F1,Comovirus,comovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32855
ENT_EF5490,Coleus tuberosus,coleus tuberosus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1750
ENT_E1D89E,Coleus parviflorus,coleus parviflorus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1750
ENT_DB31BC,Daucus carota subsp. sativus,daucus carota subsp. sativus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_0ef7a707
ENT_F21E25,Daucus carota,daucus carota,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2132
ENT_571E51,Clarotes bidorsalis,clarotes bidorsalis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_40783
ENT_BB0D0A,Chrionema chlorotaenia,chrionema chlorotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44344
ENT_0FF15A,Chlorotocus crassicornis,chlorotocus crassicornis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_46419
ENT_A2C2A5,Chiroteuthis veranyi,chiroteuthis veranyi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48812
ENT_FC2912,Chiroteuthis picteti,chiroteuthis picteti,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48811
ENT_A16D22,Chiroteuthidae,chiroteuthidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48810
ENT_898749,Chikungunya virus,chikungunya virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35376
ENT_B1B143,Channel catfish virus disease,channel catfish virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f69a20d4
ENT_E46136,American trypanosomiasis,american trypanosomiasis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_21814
ENT_C307CE,Middle East respiratory syndrome coronavirus,middle east respiratory syndrome coronavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8e19eb98
ENT_3499E7,Microtus,microtus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16325
ENT_589CA5,Microthrissa royauxi,microthrissa royauxi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39132
ENT_F70481,Anthracnose,anthracnose,Disease,,wikipedia,https://en.wikipedia.org/wiki/Anthracnose
ENT_16705D,sunhemp,sunhemp,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1978
ENT_01E322,Crotalaria juncea,crotalaria juncea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1978
ENT_FF17F0,Carmovirus,carmovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35616
ENT_123930,Carlavirus,carlavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32852
ENT_157D47,Cardisoma rotundum,cardisoma rotundum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47084
ENT_E33DC3,Agmus scabriceps,agmus scabriceps,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41121
ENT_820410,Neurotoma inconspicua,neurotoma inconspicua,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5b82c6b5
ENT_A1617B,Neurotoma,neurotoma,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_d8e5d14c
ENT_40805D,nepovirus group,nepovirus group,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32864
ENT_12AFB8,Coleus rotundifolius,coleus rotundifolius,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1750
ENT_130A03,Clypeaster rotundus,clypeaster rotundus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49386
ENT_F477C4,Closterovirus,closterovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32854
ENT_6DD49F,Closterotomus norwegicus,closterotomus norwegicus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b184bd67
ENT_F8790B,Closterotomus,closterotomus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3cb94540
ENT_5EC2F1,CYVV (Clitoria yellow vein virus),cyvv (clitoria yellow vein virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_017d4a8d
ENT_9C6D63,Clitoria yellow vein virus,clitoria yellow vein virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_017d4a8d
ENT_924F50,Blastoschizomyces,blastoschizomyces,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31547
ENT_E06056,fig wasp,fig wasp,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f9991611
ENT_C91F13,Blastophaga psenes,blastophaga psenes,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f9991611
ENT_D6371E,Chagas disease,chagas disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_21814
ENT_947A31,Cerotoma trifurcata,cerotoma trifurcata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30026
ENT_6D3642,Cerotoma,cerotoma,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_15951
ENT_4B1C5D,Cellana rota,cellana rota,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47627
ENT_F9C099,Caulimovirus,caulimovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32853
ENT_5F1388,Carre's disease,carre's disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27087
ENT_E8379C,Carpobrotus quadrifidus,carpobrotus quadrifidus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_918b433c
ENT_4EEC54,Carpobrotus glaucescens,carpobrotus glaucescens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_de3b8184
ENT_914F66,Mesembryanthemum edulis,mesembryanthemum edulis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32b5e4db
ENT_DD2527,Carpobrotus edulis,carpobrotus edulis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32b5e4db
ENT_0FEFB8,Carpobrotus chilensis,carpobrotus chilensis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f50c4450
ENT_1BE1DC,Carpobrotus acinaciformis,carpobrotus acinaciformis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5cbcb37b
ENT_2D9F5C,Carpobrotus,carpobrotus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_ee72aeff
ENT_C7A297,Baculovirus,baculovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35612
ENT_EE9735,Bacillus stearothermophilus,bacillus stearothermophilus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26388
ENT_D6411E,Babesia microti,babesia microti,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31202
ENT_8D2723,Capripoxvirus,capripoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1284
ENT_0AB470,Bymovirus,bymovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_dfbb07de
ENT_07A107,Brotulotaenia brevicauda,brotulotaenia brevicauda,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41949
ENT_F63E69,Brotulina erythrea,brotulina erythrea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41999
ENT_C79EAE,Brotula clarki,brotula clarki,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41947
ENT_93B46D,Brotula barbata,brotula barbata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41948
ENT_9A2F55,cowpea chlorotic mottle bromovirus,cowpea chlorotic mottle bromovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32851
ENT_CC5AE6,brome mosaic bromovirus,brome mosaic bromovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32851
ENT_E92AE6,Bromovirus,bromovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32851
ENT_EFEB4F,Bregmacerotidae,bregmacerotidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41467
ENT_634CEA,Brachionus rotundiformis,brachionus rotundiformis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49322
ENT_47A3FD,Borna disease virus,borna disease virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_18805
ENT_FCCF4C,Borna disease,borna disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16693
ENT_25061A,lentil antrachnose,lentil antrachnose,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_cc941c96
ENT_276450,Ascochyta leaf blight,ascochyta leaf blight,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_cc941c96
ENT_4E5B2B,Ascochyta blight on peas,ascochyta blight on peas,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_00cfeede
ENT_BD4817,Blastophaga,blastophaga,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_0b00417e
ENT_5E8D31,Blastomycetes,blastomycetes,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9310
ENT_52CBE5,Blastomyces,blastomyces,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_952
ENT_499B9D,Blastocystis,blastocystis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31776
ENT_B8411D,Blastocladiomycota,blastocladiomycota,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_331235
ENT_F29A52,Blastocladiales,blastocladiales,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31644
ENT_0ECF0B,Birnavirus,birnavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32394
ENT_A7BFE9,Betacryptovirus,betacryptovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e584b6f9
ENT_D46ACF,Betacoronavirus,betacoronavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7ec13bd4
ENT_16A7D8,Betabaculovirus,betabaculovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_12c67059
ENT_9A6DFB,Benthosema pterotum,benthosema pterotum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39737
ENT_5D33B3,Begomovirus,begomovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_61d49fca
ENT_E9627B,Barbus macrotaenia,barbus macrotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_40086
ENT_5BBEBE,Aphthovirus,aphthovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3034
ENT_9EF85A,Fusarium head blight,fusarium head blight,Disease,,wikipedia,https://en.wikipedia.org/wiki/Fusarium_head_blight
ENT_A5F722,Avipoxvirus,avipoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_743
